API_UWI,Unformatted_API_UWI,WellName,Country,StateProvince,County,ENVOperator,StateWellType,Formation,FirstProdDate,Latitude,Longitude,Latitude_BH,Longitude_BH,TVD_FT,MD_FT,Field,Section,Township,Range,Section_Township_Range,ElevationKB_FT,ElevationGL_FT,PermitApprovedDate,DrillingEndDate,StateFileNumber,UpperPerf_FT,LowerPerf_FT,FirstProdYear
33-053-02688,3305302688,KINER 1-36H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,MADISON POOL,2006-05-01,47.8488259218574,-103.79865962367901,47.86073418235991,-103.81633682179505,9172.0,14995.0,GLASS BLUFF,36,151N,103W,36-151N-103W,2040.0,2020.0,2005-12-29,2006-04-25,16084,9344,14995,*Pre-2010
33-053-02688,3305302688,KINER 1-36H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,MADISON POOL,2006-05-01,47.8488259218574,-103.79865962367901,47.86073418235991,-103.81633682179505,9173.0,14995.0,GLASS BLUFF,36,151N,103W,36-151N-103W,2040.0,2020.0,2005-12-29,,,9344,14995,*Pre-2010
33-053-02719,3305302719,PEDERSON  1-10H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,NESSON,2006-11-01,47.993202100000005,-103.19928320000001,48.00511705657938,-103.21545769560983,9569.0,15852.0,BANKS,10,152N,098W,10-152N-098W,2024.0,2004.0,2006-04-19,2006-10-15,16196,9830,15852,*Pre-2010
33-053-02719,3305302719,PEDERSON  1-10H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,NESSON,2006-11-01,47.993202100000005,-103.19928320000001,48.00511705657938,-103.21545769560983,9569.0,15852.0,BANKS,10,152N,098W,10-152N-098W,2024.0,2004.0,2006-04-19,,,9830,15852,*Pre-2010
33-105-01441,3310501441,KERMIT 1-13H,US,ND,WILLIAMS,SAMSON OIL AND GAS,OIL & GAS,NESSON,1997-10-01,48.24262604114184,-103.62348007627509,48.253054,-103.608485,9181.0,14156.0,Cow Creek,13,155N,101W,13-155N-101W,1965.0,1952.0,,1997-10-03,14723,9190,9490,*Pre-2010
33-105-01441,3310501441,KERMIT 1-13H,US,ND,WILLIAMS,SAMSON OIL AND GAS,OIL & GAS,NESSON,1997-10-01,48.24262604114184,-103.62348007627509,48.253054,-103.608485,9181.0,14156.0,Cow Creek,13,155N,101W,13-155N-101W,1965.0,1952.0,,1997-10-03,,9470,14156,*Pre-2010
33-105-01441,3310501441,KERMIT 1-13H,US,ND,WILLIAMS,SAMSON OIL AND GAS,OIL & GAS,NESSON,1997-10-01,48.24262604114184,-103.62348007627509,48.253054,-103.608485,9181.0,14156.0,Cow Creek,13,155N,101W,13-155N-101W,1965.0,1952.0,,,,9470,14156,*Pre-2010
33-105-01380,3310501380,DAVIDSON 1,US,ND,WILLIAMS,SAMSON OIL AND GAS,OIL & GAS,MULTIPLE,1989-12-01,48.12704913609959,-103.70462572549381,,,,13500.0,TODD,29,154N,101W,29-154N-101W,1939.0,1922.0,,,12730,9190,9208,*Pre-2010
33-053-02654,3305302654,NETTLES 1-4H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2005-10-01,47.834773222739,-103.736234930561,47.846177888881996,-103.75230988654656,9301.0,14860.0,FOREMAN BUTTE,04,150N,102W,04-150N-102W,2150.0,2132.0,2005-04-22,2005-10-11,15807,9360,14860,*Pre-2010
33-053-02654,3305302654,NETTLES 1-4H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2005-10-01,47.834773222739,-103.736234930561,47.846177888881996,-103.75230988654656,9301.0,14860.0,FOREMAN BUTTE,04,150N,102W,04-150N-102W,2150.0,2132.0,2005-04-22,,,9360,14860,*Pre-2010
33-053-02606,3305302606,MCGWIRE 1-27H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,MADISON POOL,2004-11-01,47.788827,-103.73093300000001,47.7779924609052,-103.71451326009193,9422.0,14740.0,FOREMAN BUTTE,27,150N,102W,27-150N-102W,2244.0,2231.0,2004-08-13,2004-10-30,15647,9394,14740,*Pre-2010
33-053-02606,3305302606,MCGWIRE 1-27H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,MADISON POOL,2004-11-01,47.788827,-103.73093300000001,47.7779924609052,-103.71451326009193,9422.0,14740.0,FOREMAN BUTTE,27,150N,102W,27-150N-102W,2244.0,2231.0,2004-08-13,,,9395,14740,*Pre-2010
33-105-01523,3310501523,METZGER-ROBINSON 24-29H,US,ND,WILLIAMS,SAMSON OIL AND GAS,OIL & GAS,RIVAL,2004-09-01,48.29969139792473,-103.5743064730884,48.311836430103234,-103.58063595185571,9050.0,13587.0,EAST FORK,29,156N,100W,29-156N-100W,1914.0,1891.0,2004-06-07,2004-08-21,15610,9281,13585,*Pre-2010
25-085-21814,2508521814,AUSTRALIA II  12 KA 6,US,MT,ROOSEVELT,SAMSON OIL AND GAS USA,OIL,MIDDLE BAKKEN,2012-05-01,48.157226992632786,-104.65096518460604,48.14507320647457,-104.63524106955451,9495.0,14972.0,"Elm Coulee, Northeast",29,028N,055E,29-028N-057E,1946.0,1922.0,2011-09-15,,8719,9909,14866,2012
33-053-02608,3305302608,WILLIAMS  1-19H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2005-02-01,47.805348,-103.79712500000002,47.792934197890666,-103.77928394790796,9254.0,15050.0,FOREMAN BUTTE,18,150N,102W,18-150N-102W,2101.0,2088.0,2004-08-23,2004-12-31,15649,9610,15050,*Pre-2010
33-053-02608,3305302608,WILLIAMS  1-19H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2005-02-01,47.805348,-103.79712500000002,47.792934197890666,-103.77928394790796,9254.0,15050.0,FOREMAN BUTTE,18,150N,102W,18-150N-102W,2101.0,2088.0,2004-08-23,,,9610,15051,*Pre-2010
